"","id","ad","education","ofjobs","yearsexp","honors","volunteer","military","empholes","occupspecific","occupbroad","workinschool","email","computerskills","specialskills","firstname","sex","race","h","l","call","city","kind","adid","fracblack","fracwhite","lmedhhinc","fracdropout","fraccolp","linc","col","expminreq","schoolreq","eoe","parent_sales","parent_emp","branch_sales","branch_emp","fed","fracblack_empzip","fracwhite_empzip","lmedhhinc_empzip","fracdropout_empzip","fraccolp_empzip","linc_empzip","manager","supervisor","secretary","offsupport","salesrep","retailsales","req","expreq","comreq","educreq","compreq","orgreq","manuf","transcom","bankreal","trade","busservice","othservice","missind","ownership"
"43","b","1",4,4,7,0,1,0,1,195,1,0,1,1,0,"Anne","f","w",1,0,0,"c","a",396,0.109748370945454,0.50744640827179,9.86925792694092,0.29933825135231,0.0941143184900284,9.02833843231201,1,"2","colp",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,""
"44","b","1",4,4,6,0,0,0,0,185,1,1,0,1,0,"Emily","f","w",0,1,0,"c","a",396,0.102952741086483,0.729525208473206,10.2925519943237,0.230278670787811,0.087097056210041,9.38454532623291,1,"2","colp",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,""
"45","b","1",4,4,5,0,0,0,1,329,6,0,0,1,1,"Latoya","f","b",0,1,0,"c","a",396,0.0760194286704063,0.440908521413803,9.98677158355713,0.275277256965637,0.0847961157560349,9.04180335998535,1,"2","colp",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,""
"46","b","1",3,2,7,0,1,0,1,255,3,0,1,1,0,"Tamika","f","b",1,0,0,"c","a",396,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,0,"2","colp",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,""
"47","b","1",0,2,4,0,1,0,1,13,1,0,1,1,1,"Brad","m","w",1,0,0,"c","s",397,0.00279568345285952,0.952140212059021,10.4536008834839,0.236445277929306,0.124980084598064,9.62105846405029,0,"","",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"48","b","1",4,3,5,0,1,0,0,17,1,1,1,0,1,"Latoya","f","b",1,0,0,"c","s",397,0.0807356685400009,0.888373851776123,10.4088277816772,0.233686774969101,0.0872853547334671,9.53285884857178,1,"","",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,""
"49","b","1",4,3,4,0,0,0,1,313,5,0,0,1,0,"Kristen","f","w",0,1,0,"c","a",398,0.102952741086483,0.729525208473206,10.2925519943237,0.230278670787811,0.087097056210041,9.38454532623291,1,"","",0,217.100006103516,1074,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Public"
"50","b","1",4,3,5,0,0,0,0,337,6,1,1,1,1,"Latonya","f","b",1,0,0,"c","a",398,0.454302966594696,0.27144917845726,9.89560699462891,0.248141512274742,0.151171937584877,9.291090965271,1,"","",0,217.100006103516,1074,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Public"
"51","b","1",4,4,6,0,0,0,1,313,5,1,0,1,0,"Latoya","f","b",0,1,0,"c","a",398,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,1,"","",0,217.100006103516,1074,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Public"
"52","b","1",4,3,6,0,1,0,0,313,5,1,1,1,0,"Laurie","f","w",1,0,0,"c","a",398,0.0164866279810667,0.744989454746246,10.2424211502075,0.238195523619652,0.138573721051216,9.44683456420898,1,"","",0,217.100006103516,1074,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Public"
"53","b","1",4,5,13,0,0,0,1,326,6,1,0,1,1,"Allison","f","w",0,1,0,"c","a",399,0.454302966594696,0.27144917845726,9.89560699462891,0.248141512274742,0.151171937584877,9.291090965271,1,"some","",0,NA,NA,NA,NA,0,0.125,0.875,11.8143110275269,0,0.892857134342194,11.3624401092529,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Private"
"54","b","1",4,2,19,1,0,0,1,313,5,0,0,1,1,"Ebony","f","b",0,1,0,"c","a",399,0.0164866279810667,0.744989454746246,10.2424211502075,0.238195523619652,0.138573721051216,9.44683456420898,1,"some","",0,NA,NA,NA,NA,0,0.125,0.875,11.8143110275269,0,0.892857134342194,11.3624401092529,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Private"
"55","b","1",2,3,5,0,1,0,0,365,6,1,1,0,0,"Jay","m","w",1,0,0,"c","s",400,0.15995018184185,0.347766757011414,9.84177207946777,0.304798632860184,0.0369772836565971,8.81031036376953,0,"some","",0,NA,840,NA,840,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Private"
"56","b","1",4,5,7,0,0,1,1,34,1,0,1,1,1,"Keisha","f","b",1,0,0,"c","a",399,0.948766648769379,0.0330410972237587,10.29576587677,0.184819981455803,0.10012099891901,9.19125938415527,1,"some","",0,NA,NA,NA,NA,0,0.125,0.875,11.8143110275269,0,0.892857134342194,11.3624401092529,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Private"
"57","b","1",4,4,21,0,0,0,1,34,1,1,1,1,0,"Laurie","f","w",1,0,0,"c","a",399,0.989495635032654,0.0048631252720952,9.4743185043335,0.257409632205963,0.048153780400753,8.69767951965332,1,"some","",0,NA,NA,NA,NA,0,0.125,0.875,11.8143110275269,0,0.892857134342194,11.3624401092529,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Private"
"58","b","1",2,3,5,0,1,0,0,22,1,1,1,0,1,"Tyrone","m","b",1,0,0,"c","s",400,0.104300543665886,0.837370216846466,10.4667539596558,0.101334653794765,0.591695487499237,10.5403289794922,0,"some","",0,NA,840,NA,840,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Private"
"59","b","1",4,4,4,0,0,0,1,229,6,1,0,1,1,"Anne","f","w",0,1,0,"c","a",401,0.971468806266785,0.0240715015679598,9.9297399520874,0.170017540454865,0.149692937731743,9.32179260253906,1,"","somcol",1,NA,NA,NA,NA,NA,0.0899563282728195,0.862882077693939,10.9872741699219,0.027947599068284,0.606768548488617,10.9789848327637,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"Nonprofit"
"60","b","1",4,3,5,0,0,0,0,337,6,1,1,1,1,"Lakisha","f","b",1,0,0,"c","a",401,0.00217499886639416,0.789266765117645,10.247857093811,0.299457043409348,0.0711788460612297,9.3661470413208,1,"","somcol",1,NA,NA,NA,NA,NA,0.0899563282728195,0.862882077693939,10.9872741699219,0.027947599068284,0.606768548488617,10.9789848327637,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"Nonprofit"
"61","b","1",4,4,6,0,0,0,0,185,1,1,0,1,0,"Latonya","f","b",0,1,0,"c","a",401,0.0523599646985531,0.786358535289764,10.4355564117432,0.130112111568451,0.284314841032028,9.74337768554688,1,"","somcol",1,NA,NA,NA,NA,NA,0.0899563282728195,0.862882077693939,10.9872741699219,0.027947599068284,0.606768548488617,10.9789848327637,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"Nonprofit"
"62","b","1",3,3,5,0,1,0,0,379,6,1,1,1,0,"Meredith","f","w",1,0,0,"c","a",401,0.0523599646985531,0.786358535289764,10.4355564117432,0.130112111568451,0.284314841032028,9.74337768554688,0,"","somcol",1,NA,NA,NA,NA,NA,0.0899563282728195,0.862882077693939,10.9872741699219,0.027947599068284,0.606768548488617,10.9789848327637,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"Nonprofit"
"63","b","1",0,2,5,0,1,0,0,13,1,0,1,1,1,"Allison","f","w",1,0,0,"c","s",403,0.971468806266785,0.0240715015679598,9.9297399520874,0.170017540454865,0.149692937731743,9.32179260253906,0,"","",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
"64","b","1",4,2,6,0,0,0,0,189,1,0,0,0,0,"Carrie","f","w",0,1,0,"c","a",402,0.530870318412781,0.294441521167755,10.2440586090088,0.21617366373539,0.0943480581045151,9.26662635803223,1,"","",1,15,90,NA,NA,0,0.00204807589761913,0.86935430765152,10.4557905197144,0.206801772117615,0.100571304559708,9.56472301483154,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Private"
"65","b","1",4,3,6,0,1,0,0,268,4,1,1,0,0,"Ebony","f","b",1,0,0,"c","s",403,0.832138895988464,0.138726100325584,9.69264316558838,0.217792436480522,0.158367097377777,9.2406759262085,1,"","",0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,""
